population,人口,,,,population_人口.png
generation,世代,,,,generation_世代.png
hero,英雄,,,,hero_英雄.png
trust,信頼,,,,trust_信頼.png
village,村,,,,village_村.png
common,共通の,,,,common_共通の.png
public,公共の,,,,public_公共の.png
public,大衆,,,,public_大衆.png
give,与える,,,,give_与える.png
send,送る,,,,send_送る.png
show,見せる,,,,show_見せる.png
pass,通過する,,,,pass_通過する.png
society,社会,,,,society_社会.png
culture,文化,,,,culture_文化.png
custom,習慣,,,,custom_習慣.png
tradition,伝統,,,,tradition_伝統.png
rule,規則,,,,rule_規則.png
rule,支配する,,,,rule_支配する.png
role,役割,,,,role_役割.png
address,住所,,,,address_住所.png
address,演説する,,,,address_演説する.png
ceremony,儀式,,,,ceremony_儀式.png
cash,現金,,,,cash_現金.png
buy,買う,,,,buy_買う.png
cook,料理する,,,,cook_料理する.png
choose,選ぶ,,,,choose_選ぶ.png
get,得る,,,,get_得る.png
proud,誇りに思って,,,,proud_誇りに思って.png
grateful,感謝して,,,,grateful_感謝して.png
afraid,恐れて,,,,afraid_恐れて.png
anxious,心配して,,,,anxious_心配して.png
ashamed,恥じて,,,,ashamed_恥じて.png
angry,怒って,,,,angry_怒って.png
miserable,みじめな,,,,miserable_みじめな.png
ask,尋ねる,,,,ask_尋ねる.png
cost,（費用が）かかる,,,,cost_費用がかかる.png
cost,費用,,,,cost_費用.png
save,救う,,,,save_救う.png
save,節約する,,,,save_節約する.png
envy,うらやむ,,,,envy_うらやむ.png
spare,さく,,,,spare_さく.png
spare,予備の,,,,spare_予備の.png
age,年齢,,,,age_年齢.png
age,時代,,,,age_時代.png
kid,子供,,,,kid_子供.png
cousin,いとこ,,,,cousin_いとこ.png
host,主催者,,,,host_主催者.png
female,女性の,,,,female_女性の.png
male,男性の,,,,male_男性の.png
human,人間の,,,,human_人間の.png
owe,借りている,,,,owe_借りている.png
allow,許す,,,,allow_許す.png
cause,引き起こす,,,,cause_引き起こす.png
charge,請求する,,,,charge_請求する.png
charge,非難する,,,,charge_非難する.png
loan,貸付金,,,,loan_貸付金.png
FALSE,誤った,,,,false_誤った.png
bitter,苦い,,,,bitter_苦い.png
empty,空の,,,,empty_空の.png
short,短い,,,,short_短い.png
absent,欠席の,,,,absent_欠席の.png
waste,無駄にする,,,,waste_無駄にする.png
trouble,トラブル,,,,trouble_トラブル.png
leave,去る,,,,leave_去る.png
leave,残す,,,,leave_残す.png
find,見つける,,,,find_見つける.png
find,（～だと）わかる,,,,find_わかる.png
elect,選挙する,,,,elect_選挙する.png
believe,信じる,,,,believe_信じる.png
tourist,観光客,,,,tourist_観光客.png
travel,旅行する,,,,travel_旅行する.png
voyage,航海,,,,voyage_航海.png
rest,休憩,,,,rest_休憩.png
rest,残り,,,,rest_残り.png
leisure,レジャー,,,,leisure_レジャー.png
airport,空港,,,,airport_空港.png
abroad,外国へ,,,,abroad_外国へ.png
sightseeing,観光,,,,sightseeing_観光.png
rise,上がる,,,,rise_上がる.png
raise,上げる,,,,raise_上げる.png
lie,横たわる,,,,lie_横たわる.png
lie,嘘をつく,,,,lie_嘘をつく.png
lay,横たえる,,,,lay_横たえる.png
conversation,会話,,,,conversation_会話.png
speech,スピーチ,,,,speech_スピーチ.png
attention,注意,,,,attention_注意.png
contact,接触,,,,contact_接触.png
remain,ままでいる,,,,remain_ままでいる.png
own,自身の,,,,own_自身の.png
own,所有する,,,,own_所有する.png
belong,属する,,,,belong_属する.png
contain,含む,,,,contain_含む.png
exist,存在する,,,,exist_存在する.png
hate,憎む,,,,hate_憎む.png
understand,理解する,,,,understand_理解する.png
subject,主題,,,,subject_主題.png
subject,臣民,,,,subject_臣民.png
fake,偽物の,,,,fake_偽物の.png
opinion,意見,,,,opinion_意見.png
fact,事実,,,,fact_事実.png
example,例,,,,example_例.png
reason,理由,,,,reason_理由.png
knowledge,知識,,,,knowledge_知識.png
make,作る,,,,make_作る.png
let,させる,,,,let_させる.png
let,貸す,,,,let_貸す.png
have,持つ,,,,have_持つ.png
stranger,見知らぬ人,,,,stranger_見知らぬ人.png
safe,安全な,,,,safe_安全な.png
safe,金庫,,,,safe_金庫.png
copy,コピー,,,,copy_コピー.png
line,線,,,,line_線.png
line,列,,,,line_列.png
word,単語,,,,word_単語.png
word,約束,,,,word_約束.png
ring,鳴る,,,,ring_鳴る.png
ring,指輪,,,,ring_指輪.png
hear,聞こえる,,,,hear_聞こえる.png
listen,聞く,,,,listen_聞く.png
see,見る,,,,see_見る.png
watch,じっと見る,,,,watch_じっと見る.png
watch,腕時計,,,,watch_腕時計.png
situation,状況,,,,situation_状況.png
position,位置,,,,position_位置.png
front,前,,,,front_前.png
bottom,底,,,,bottom_底.png
neighborhood,近所,,,,neighborhood_近所.png
point,点,,,,point_点.png
want,欲しい,,,,want_欲しい.png
enable,可能にする,,,,enable_可能にする.png
persuade,説得する,,,,persuade_説得する.png
encourage,励ます,,,,encourage_励ます.png
expect,予期する,,,,expect_予期する.png
invite,招待する,,,,invite_招待する.png
clothes,衣服,,,,clothes_衣服.png
comb,くし,,,,comb_くし.png
grocery,食料雑貨,,,,grocery_食料雑貨.png
gift,贈り物,,,,gift_贈り物.png
seat,座席,,,,seat_座席.png
cover,覆う,,,,cover_覆う.png
force,強制する,,,,force_強制する.png
compel,強いる,,,,compel_強いる.png
oblige,義務づける,,,,oblige_義務づける.png
require,要求する,,,,require_要求する.png
permit,許可する,,,,permit_許可する.png
factory,工場,,,,factory_工場.png
museum,博物館,,,,museum_博物館.png
store,店,,,,store_店.png
store,蓄える,,,,store_蓄える.png
office,事務所,,,,office_事務所.png
story,物語,,,,story_物語.png
story,階,,,,story_階.png
frame,枠,,,,frame_枠.png
afford,余裕がある,,,,afford_余裕がある.png
attempt,試みる,,,,attempt_試みる.png
fail,失敗する,,,,fail_失敗する.png
hope,希望する,,,,hope_希望する.png
intend,意図する,,,,intend_意図する.png
manage,なんとかやり遂げる,,,,manage_なんとかやり遂げる.png
nature,自然,,,,nature_自然.png
nature,性質,,,,nature_性質.png
source,源,,,,source_源.png
desert,砂漠,,,,desert_砂漠.png
desert,見捨てる,,,,desert_見捨てる.png
space,空間,,,,space_空間.png
space,宇宙,,,,space_宇宙.png
even,さえも,,,,even_さえも.png
even,平らな,,,,even_平らな.png
pretend,ふりをする,,,,pretend_ふりをする.png
refuse,拒絶する,,,,refuse_拒絶する.png
promise,約束する,,,,promise_約束する.png
offer,提供する,,,,offer_提供する.png
desire,強く望む,,,,desire_強く望む.png
plan,計画する,,,,plan_計画する.png
chance,機会,,,,chance_機会.png
courage,勇気,,,,courage_勇気.png
familiar,よく知られている,,,,familiar_よく知られている.png
sure,確信して,,,,sure_確信して.png
TRUE,真実の,,,,true_真実の.png
enjoy,楽しむ,,,,enjoy_楽しむ.png
avoid,避ける,,,,avoid_避ける.png
finish,終える,,,,finish_終える.png
mind,気にする,,,,mind_気にする.png
mind,心,,,,mind_心.png
stop,止める,,,,stop_止める.png
close,閉める,,,,close_閉める.png
close,近い,,,,close_近い.png
far,遠い,,,,far_遠い.png
distant,遠く離れた,,,,distant_遠く離れた.png
upstairs,階上へ,,,,upstairs_階上へ.png
forgive,許す,,,,forgive_許す.png
practice,練習する,,,,practice_練習する.png
consider,考慮する,,,,consider_考慮する.png
escape,逃げる,,,,escape_逃げる.png
admit,認める,,,,admit_認める.png
deny,否定する,,,,deny_否定する.png
miss,逃す,,,,miss_逃す.png
miss,恋しく思う,,,,miss_恋しく思う.png
important,重要な,,,,important_重要な.png
precious,貴重な,,,,precious_貴重な.png
main,主な,,,,main_主な.png
perfect,完璧な,,,,perfect_完璧な.png
need,必要とする,,,,need_必要とする.png
remember,覚えている,,,,remember_覚えている.png
forget,忘れる,,,,forget_忘れる.png
try,試みる,,,,try_試みる.png
try,裁判にかける,,,,try_裁判にかける.png
regret,後悔する,,,,regret_後悔する.png
certain,確かな,,,,certain_確かな.png
certain,ある～,,,,certain_ある.png
likely,ありそうな,,,,likely_ありそうな.png
almost,ほとんど,,,,almost_ほとんど.png
become,になる,,,,become_になる.png
count,数える,,,,count_数える.png
count,重要である,,,,count_重要である.png
face,顔,,,,face_顔.png
face,直面する,,,,face_直面する.png
follow,続く,,,,follow_続く.png
last,最後の,,,,last_最後の.png
run,走る,,,,run_走る.png
stand,立つ,,,,stand_立つ.png
stand,我慢する,,,,stand_我慢する.png
cast,投げる,,,,cast_投げる.png
pay,支払う,,,,pay_支払う.png
read,読む,,,,read_読む.png
sell,売る,,,,sell_売る.png
change,変える,,,,change_変える.png
change,おつり,,,,change_おつり.png
mine,私のもの,,,,mine_私のもの.png
mine,鉱山,,,,mine_鉱山.png
fire,火,,,,fire_火.png
fire,解雇する,,,,fire_解雇する.png
book,本,,,,book_本.png
book,予約する,,,,book_予約する.png
charm,魅力,,,,charm_魅力.png
break,壊す,,,,break_壊す.png
break,休憩,,,,break_休憩.png
hand,手,,,,hand_手.png
hand,手渡す,,,,hand_手渡す.png
place,場所,,,,place_場所.png
flat,平らな,,,,flat_平らな.png
flat,アパート,,,,flat_アパート.png
lot,多く,,,,lot_多く.png
lot,区画,,,,lot_区画.png
will,意志,,,,will_意志.png
will,遺言,,,,will_遺言.png
well,上手に,,,,well_上手に.png
well,井戸,,,,well_井戸.png
end,終わり,,,,end_終わり.png
end,目的,,,,end_目的.png
edge,端,,,,edge_端.png
edge,刃,,,,edge_刃.png
table,テーブル,,,,table_テーブル.png
table,表,,,,table_表.png
spell,つづる,,,,spell_つづる.png
spell,呪文,,,,spell_呪文.png
touch,触れる,,,,touch_触れる.png
game,ゲーム,,,,game_ゲーム.png
room,部屋,,,,room_部屋.png
room,余地,,,,room_余地.png
match,試合,,,,match_試合.png
match,匹敵する,,,,match_匹敵する.png
fall,落ちる,,,,fall_落ちる.png
fall,秋,,,,fall_秋.png
park,公園,,,,park_公園.png
park,駐車する,,,,park_駐車する.png
